100 28 6.48418e-09 1.8326912577997526e-06 0.1827956657588161 0.01554120952842148 0.3669022143123726 0.41886406608083054 1.2314571773146336e-07
150 28 6.48418e-09 1.8326912577997526e-06 0.1827956657588161 0.01554120952842148 0.3669022143123726 0.41886406608083054 1.2314571773146336e-07
500 28 6.48418e-09 1.8326912577997526e-06 0.1827956657588161 0.01554120952842148 0.3669022143123726 0.41886406608083054 1.2314571773146336e-07
750 28 6.48418e-09 1.8326912577997526e-06 0.1827956657588161 0.01554120952842148 0.3669022143123726 0.41886406608083054 1.2314571773146336e-07
1000 28 6.48418e-09 1.8326912577997526e-06 0.1827956657588161 0.01554120952842148 0.3669022143123726 0.41886406608083054 1.2314571773146336e-07
1200 28 6.48418e-09 1.8326912577997526e-06 0.1827956657588161 0.01554120952842148 0.3669022143123726 0.41886406608083054 1.2314571773146336e-07
1400 28 6.48418e-09 1.8326912577997526e-06 0.1827956657588161 0.01554120952842148 0.3669022143123726 0.41886406608083054 1.2314571773146336e-07
1600 28 6.48418e-09 1.8326912577997526e-06 0.1827956657588161 0.01554120952842148 0.3669022143123726 0.41886406608083054 1.2314571773146336e-07
1800 28 6.48418e-09 1.8326912577997526e-06 0.1827956657588161 0.01554120952842148 0.3669022143123726 0.41886406608083054 1.2314571773146336e-07
2000 28 6.48418e-09 1.8326912577997526e-06 0.1827956657588161 0.01554120952842148 0.3669022143123726 0.41886406608083054 1.2314571773146336e-07
2200 28 6.48418e-09 1.8326912577997526e-06 0.1827956657588161 0.01554120952842148 0.3669022143123726 0.41886406608083054 1.2314571773146336e-07
2400 28 6.48418e-09 1.8326912577997526e-06 0.1827956657588161 0.01554120952842148 0.3669022143123726 0.41886406608083054 1.2314571773146336e-07
2600 28 6.48418e-09 1.8326912577997526e-06 0.1827956657588161 0.01554120952842148 0.3669022143123726 0.41886406608083054 1.2314571773146336e-07
2800 28 6.48418e-09 1.8326912577997526e-06 0.1827956657588161 0.01554120952842148 0.3669022143123726 0.41886406608083054 1.2314571773146336e-07
3000 28 6.48418e-09 1.8326912577997526e-06 0.1827956657588161 0.01554120952842148 0.3669022143123726 0.41886406608083054 1.2314571773146336e-07
