mG log10(tau[s]) Gtot BGnu2b BZnu BWele BWmuo BWtau BGnu3b
0.542718 32.5927 9.92608e-21 0.9504819626680422 0.023712281182501044 0.0005281944131016474 0.016592350656049516 0.0 0.020185209065411523
2.99469 29.8718 5.21986e-18 0.11777940404531922 0.376077136168403 0.013105772951764991 0.34960707758445625 0.16781235512063541 0.003803780178012437
8.20628 28.0941 3.12858e-16 0.07246226722666513 0.35366204476152124 0.012215605801993237 0.31764059093902025 0.2726812163984939 0.0029565361921382867
0.105068 34.7394 7.08038e-23 0.9875345673537296 0.000307623319652335 7.611978453133872e-06 0.0 0.0 0.012907075608936244
0.468938 33.2165 2.36015e-21 0.8950320954176642 0.06370696777747177 0.0014485901319831367 0.03562515094379595 0.0 0.018210834057157385
0.0377218 37.3335 1.80261e-25 0.9917175650861806 0.0009462002318859875 2.3530991173908943e-05 0.0 0.0 0.008541725608978092
0.463191 32.5596 1.07102e-20 0.9708408806558234 0.008936723870702695 0.00020672443091632276 0.0047995182162798074 0.0 0.01968133181453194
4.07058 29.314 1.88557e-17 0.03034923126693785 0.3670539942828959 0.012218427319060018 0.27271647300285856 0.3453343020943269 0.0010480226138515143
2.42192 30.4358 1.42453e-18 0.03479526580696791 0.3767551402918857 0.014776733378728422 0.4114992313254196 0.19075905737330912 0.0010746491825373984
4.21142 29.1496 2.75323e-17 0.11295060710510928 0.33649785887848094 0.01093831608692336 0.3450412787889134 0.22199017154396836 0.0039306559931426
0.0116059 37.1354 2.84449e-25 0.9961609989840006 1.3819841166606315e-06 3.1901641419024146e-08 0.0 0.0 0.0038606920748534886
17.5731 26.3894 1.5851e-14 0.0637385653901962 0.39872373982714027 0.010254747334553024 0.3577976152924106 0.1969061888839821 0.0030987256324522114
0.077796 36.2663 2.10446e-24 0.9868184712467808 0.004256331790578105 0.0001047974302196288 0.0 0.0 0.011600600629140019
27.132 25.0635 3.35706e-13 0.0010932959196439742 0.41827670640381764 0.011184846264290777 0.25180664033410183 0.34099479902057156 5.8263182665784944e-05
5.91029 28.3788 1.62408e-16 0.023217637062213685 0.3696849908871484 0.011427146445987883 0.37811561006846955 0.2453469040933944 0.0008753201812718585
0.0507371 35.7677 6.63396e-24 0.9905863164685949 0.00020656440497078668 5.071932902821241e-06 0.0 0.0 0.009800586678243461
2.42626 30.5701 1.04561e-18 0.005334178135251193 0.3873270148525741 0.014665410621551057 0.4960338940905309 0.15559721119729153 0.00016480810244737522
0.152861 34.9574 4.28541e-23 0.9824590879285763 0.003403524983607169 0.00010433844136267007 0.002485946502201656 0.0 0.014454766288406477
12.7762 27.2939 1.97509e-15 0.02895781964366181 0.4090319934787782 0.011162124257628766 0.25677361537955234 0.30781837789670347 0.0013105731890698652
0.490374 33.6919 7.89922e-22 0.6177863130790128 0.25306042875119317 0.005563903777841356 0.15551788657614296 0.0 0.01273670058562744
3.3057 29.6102 9.53213e-18 0.524760992558851 0.1780913604829141 0.006450447066919986 0.17351211114409898 0.11942136752226419 0.017309562500721246
1.37777 31.7541 6.84419e-20 0.525441286697184 0.3105436874195486 0.011507906706272036 0.14060904212185812 0.0 0.01428801655126465
55.0843 23.3974 1.55614e-11 6.433418587016592e-05 0.40225172542316245 0.011311321603454702 0.3547791329828936 0.25216947061318395 3.9252316629609165e-06
0.0745934 35.773 6.55266e-24 0.988851855582313 0.0010815348270778583 2.4776350367636957e-05 0.0 0.0 0.011442955990391687
2.52568 30.2692 2.09057e-18 0.09838847778357099 0.3526889795605983 0.014139875727672358 0.2956136364723497 0.22819805124918086 0.0030658145864524986
46.9711 23.8029 6.11668e-12 0.000252326425446484 0.41002144954452413 0.012598141475440926 0.2906560421666656 0.30818679414322797 1.4955498734607662e-05
23.4863 25.7658 6.66286e-14 0.02790153177464332 0.4136887162569827 0.01217076450653323 0.27715125336567176 0.29582341517006205 0.0014433426486523805
2.31648 30.6558 8.58249e-19 0.1253762020113044 0.3424693766028274 0.01343514527835162 0.4039596900200291 0.15651518382194443 0.003835611809626344
0.276317 33.3781 1.62668e-21 0.980782944402095 0.0027512540880812453 5.557958541323431e-05 0.001968100671305973 0.0 0.017055290530405488
1.22649 31.3978 1.55456e-19 0.8155555269658296 0.11646832544256897 0.002580479363935776 0.05891178211198024 0.0 0.02155928365582544
0.689242 32.4562 1.35905e-20 0.9201868952577167 0.044845517089143146 0.001007328648688422 0.030018763106581803 0.0 0.020915860343622382
0.0435839 36.3387 1.78132e-24 0.9912480632340062 0.0003161122089237195 7.617384860665124e-06 0.0 0.0 0.009154784092695305
20.3635 25.8873 5.03607e-14 0.0003259644921536039 0.42033966962333724 0.01143476957230539 0.26513531384591554 0.324121785439837 1.6361230086158454e-05
0.038301 36.8285 5.76681e-25 0.9917614764488513 0.00021507731310724644 5.130496756439002e-06 0.0 0.0 0.008607080864464062
6.6097 28.3155 1.87899e-16 0.02502051634122587 0.36958844911361954 0.01172257436175818 0.2463589481583191 0.3752446793224019 0.0009691217090032412
63.8552 23.1563 2.71091e-11 9.888376965668354e-05 0.3919975211275918 0.012447185631393147 0.31811384369086393 0.29622008845738146 6.193160230328561e-06
0.53331 33.1468 2.77072e-21 0.8830520586706705 0.07180732805913265 0.001533428134203384 0.04895370156493619 0.0 0.018658218802332968
10.5529 27.2863 2.00958e-15 0.015077578399466557 0.4153400212979827 0.010950795688651361 0.2421331820579425 0.3422740075040556 0.0006528130256073409
0.0630919 34.3429 1.76423e-22 0.9893721340188071 6.364589651009222e-06 1.4832873264823748e-07 0.0 0.0 0.010726265849690799
15.6771 26.3941 1.56785e-14 0.00930560959275441 0.41767643588353476 0.010422106706636475 0.3705666996204994 0.21742704978154798 0.0004411206429186465
0.00822136 37.2522 2.1739e-25 0.9972353834123004 2.0224205345232073e-07 6.281797690786145e-09 0.0 0.0 0.0027728552371314224
0.678072 32.8292 5.75822e-21 0.7785739343060877 0.14357666084310777 0.003283479964294522 0.10007658616725308 0.0 0.017616555115990706
26.0891 25.414 1.49782e-13 0.020625375545793218 0.41482354354995926 0.01131384278484731 0.24760251565608682 0.331993163397471 0.001090391368789307
0.230075 35.1048 3.05254e-23 0.8170474424577566 0.11839910369724888 0.002742470205140637 0.07344539301696293 0.0 0.013493484114868275
76.3556 22.367 1.66886e-10 1.9171050897019523e-05 0.3321602770753688 0.012766199681219514 0.39332778064067686 0.27457246263916685 1.2382464676485746e-06
6.26913 28.4226 1.46832e-16 0.1497629944426283 0.3233457284515637 0.010298436308161709 0.3271153427045876 0.21652568922305768 0.005727116704805493
37.7566 24.3299 1.81788e-12 0.0011890553831936101 0.415253482078025 0.011388265452065043 0.34133826215151714 0.2538308359187625 6.764032829449689e-05
0.00987654 36.9147 4.72909e-25 0.9966801223914115 2.5383318989488466e-07 6.158034632455715e-09 0.0 0.0 0.003328885684137963
75.9664 22.3824 1.61097e-10 3.483739610296902e-05 0.3356536744942488 0.012804459425066885 0.38532002458146336 0.27944095793217755 2.248173460710007e-06
0.25151 33.263 2.12068e-21 0.9826093517173735 0.0014452345474093215 3.00534734141879e-05 0.0009965577079050114 0.0 0.016634805817002093
52.0842 23.7965 6.20814e-12 0.0004552233035981792 0.41109575492820716 0.011110477534333954 0.3502433901297329 0.24823538128972605 2.74956750331017e-05
2.91492 29.8873 5.03668e-18 0.5220442831388931 0.20188100097683395 0.006672053813226172 0.21156793760969525 0.07679622290874147 0.01676384046633894
1.01338 32.3134 1.88811e-20 0.6570115088633607 0.22570454051935532 0.005155382896123636 0.10830671941783052 0.0 0.016555073592110628
1.27734 30.7083 7.60601e-19 0.9530371377371316 0.01074356988749686 0.00022970256415650255 0.007041365972434955 0.0 0.025445535832847973
3.93814 29.4441 1.39757e-17 0.1663530270397905 0.31650078350279415 0.010208862525669557 0.32748055553567984 0.20535143141309561 0.00570196126133217
0.696831 32.3848 1.60208e-20 0.8744944072705482 0.07710226705283132 0.0016941600918805554 0.03381809897133726 0.0 0.0199377684010786
0.870229 31.5344 1.13499e-19 0.9655063040202997 0.010491986713539327 0.0002167331870765381 0.007292804341888475 0.0 0.023380998951532613
39.7819 24.2957 1.96679e-12 0.0008928660406042333 0.41583290539406853 0.011621728806837537 0.3487037253595961 0.24560069961714265 5.130034218193096e-05
0.143801 34.8947 4.95149e-23 0.9820074361454835 0.003960282662390513 0.00012493431270183317 0.0026611585603525402 0.0 0.014185063485940595
0.495267 34.1646 2.66003e-22 0.22355687717807693 0.494137284165968 0.011368405619485494 0.23759995188024194 0.0 0.004622466663909805
12.8218 26.9289 4.57628e-15 0.043736834284615445 0.40471518351149843 0.011134655222145498 0.2599272771770958 0.3075467410210913 0.001981058851294064
5.34843 28.6363 8.97803e-17 0.03163466818444581 0.36670071273987725 0.012735756062298747 0.25533775226859345 0.3616015985689511 0.0011643422888985668
12.6625 26.8336 5.69918e-15 0.0024116627304278863 0.4196287887029362 0.011659659810709612 0.26180783902245586 0.32849813481939505 0.00010892321351492671
0.256509 35.1898 2.50987e-23 0.641539203225665 0.2368421472028432 0.005251706263671027 0.15220708642280276 0.0 0.010921282775601924
24.1747 25.3601 1.69573e-13 0.0006754259227589298 0.41913689089654604 0.011977142587558161 0.2927046168906607 0.2986483697286714 3.515046617091164e-05
5.22045 28.6296 9.11659e-17 0.08020685365909842 0.34886399410305824 0.011351832209192253 0.23146044738219007 0.35637118703374837 0.0029350557609808055
9.17002 27.5616 1.06611e-15 0.6653863109810432 0.13672697939237038 0.003583682734427029 0.0783804673063755 0.1113871926911857 0.027873390175497833
10.6247 27.2792 2.04269e-15 0.021562155784774 0.41283209885004574 0.01100964904121526 0.3733684504256642 0.2074279503987389 0.0009350513293745013
4.34628 29.2141 2.37343e-17 0.12061994665947595 0.3338510088774474 0.011704537315193622 0.2586581445418656 0.3024673152357558 0.004227973860615228
0.0529873 35.6311 9.08569e-24 0.9896584629235644 5.450692242416371e-05 1.1699056428295484e-06 0.0 0.0 0.009977844280401377
1.03828 32.7441 7.00417e-21 0.0590670985998341 0.6198707341483717 0.013908286063873378 0.2812995686855116 0.0 0.0014976221308163565
42.4395 24.3276 1.82727e-12 0.00096918353609483 0.41716549825696253 0.011390817996245764 0.34549026690089585 0.24470713140367867 5.636933786468337e-05
0.0931093 34.6696 8.31507e-23 0.9879880746644346 0.0001561153423843696 3.613631635091467e-06 0.0 0.0 0.012390515052789696
21.6562 25.505 1.21466e-13 0.0033835229611578546 0.41806760739630844 0.011960548630892597 0.2677020730080846 0.32324683450512903 0.0001720687270511913
33.8229 24.7309 7.21997e-13 0.0016862258430436691 0.4187316567797373 0.01177579685234149 0.3457452039274401 0.24537221068785603 9.390080568201807e-05
0.187327 34.1709 2.62166e-22 0.982415721336863 0.0027440667363426226 8.398915191138439e-05 0.0020170960383878917 0.0 0.01533017248613474
0.0686766 35.9088 4.79353e-24 0.9872286185754547 0.0006240557584911328 1.4077996799853133e-05 0.0 0.0 0.011068064662159201
71.9567 22.6319 9.06875e-11 0.00012056237077877326 0.36218001378359754 0.012782687801516196 0.35185223983459685 0.2892074431426602 7.70862577532736e-06
18.0734 26.2429 2.22073e-14 0.0016328324469881525 0.4202374894741819 0.011907615964119905 0.2503586658441143 0.3362475402232599 7.987103339892738e-05
12.8427 26.6433 8.83407e-15 0.007356597808258255 0.41473748793025184 0.01096811548923656 0.24167116629141494 0.34386188925376415 0.0003333423891818833
8.26967 27.8402 5.61339e-16 0.03893440505648101 0.3648668629829746 0.012452974049549379 0.34063729760447786 0.27161127233276144 0.0015914821524960852
0.121955 33.9792 4.07591e-22 0.9867170766773555 8.331194751601483e-05 2.3470317058031213e-06 6.07891243918536e-05 0.0 0.013540509972006252
0.62092 32.1294 2.88439e-20 0.9716751202160595 0.007055356591861711 0.00014688512995815405 0.00458332611054677 0.0 0.021447931798404513
0.631613 32.2953 1.96856e-20 0.9567297923355143 0.018536747673426262 0.00040987269882553746 0.011095318405331817 0.0 0.021220384443451052
1.32981 30.9393 4.46803e-19 0.9578785281208946 0.014524342943086774 0.0003341338352696826 0.010109600875553655 0.0 0.025825923281625234
20.8113 25.9734 4.13083e-14 0.005473548899373734 0.4187003580394255 0.012075660339447519 0.3674975731269503 0.21483067567534855 0.00027601474764151515
0.104006 35.3446 1.7572e-23 0.9857614386524015 0.0040291258820851356 9.170100159344412e-05 0.0 0.0 0.01284008650125199
2.76563 30.0049 3.8416e-18 0.5036599333610996 0.2099515826738859 0.006821610787172012 0.14921204706372346 0.1193247605164515 0.015995652852977927
3.87851 29.2992 1.95107e-17 0.09982829934343719 0.34132194129375165 0.011298518248960828 0.2552271317789726 0.3198603843019472 0.0034101134249411866
0.0843429 36.7125 7.53207e-25 0.9653402052822132 0.01699439861817535 0.00040486347046694995 0.0 0.0 0.01168899120693249
9.91949 27.4044 1.53105e-15 0.02394624604029914 0.40734528591489494 0.01141393161555795 0.24264067143463633 0.3299232552823225 0.0010218608144737273
0.342082 33.4198 1.478e-21 0.9684776725304466 0.006677936400541272 0.00013872395128552097 0.004733721244925574 0.0 0.017934370771312585
0.0203796 37.7149 7.49092e-26 0.9942410278043283 0.00010742859355059191 2.509384695070832e-06 0.0 0.0 0.005987475503676451
90.7892 21.4196 1.47863e-09 3.438426110656486e-06 0.09494396840318402 0.01671155055693446 0.35479261208010116 0.5174100349647984 2.2861094391429905e-07
0.177069 33.0093 3.80324e-21 0.985102176039377 5.616632134706198e-05 1.603162040786277e-06 2.7273587783048136e-05 0.0 0.015128758637372345
0.543527 34.086 3.18763e-22 0.24683573689543642 0.49913885865047075 0.011099813968371487 0.23794574652641617 0.0 0.005244272390459369
0.123987 34.6905 7.92473e-23 0.9858241227145909 0.0012934320790739873 4.0431913768670986e-05 0.0008067038246097974 0.0 0.013599580048783996
0.314246 33.346 1.75154e-21 0.9731950169565068 0.008452047912123046 0.00017361122212453044 0.0060173333181086355 0.0 0.017572536168172007
0.134297 34.7296 7.24246e-23 0.983605018184429 0.002923108998876073 8.970943574420846e-05 0.0016823013175081393 0.0 0.013913366452835087
0.710396 32.154 2.72531e-20 0.9359522402955994 0.03338746784769439 0.0007311021498471735 0.02051377641442625 0.0 0.02145326586700229
0.277959 33.4972 1.2366e-21 0.9707261846999838 0.010711547792333818 0.00021122189875464982 0.007628869480834546 0.0 0.016909348212841662
0.0730063 35.5731 1.0384e-23 0.9890697226502311 0.0006592507704160247 1.6374903697996917e-05 0.0 0.0 0.01135256163328197
0.124906 36.5981 9.80327e-25 0.8739420621894533 0.07589355388559124 0.0022669476613415727 0.03619271936812921 0.0 0.012084437131691774
1.36265 31.3742 1.64137e-19 0.7341793745468725 0.1722993596812419 0.00397766499936029 0.11150136775985914 0.0 0.019911232689765256
0.191496 33.8371 5.654e-22 0.9843685886098339 0.0008639741775733994 1.9067209055535906e-05 0.00044711885390873727 0.0 0.015455677396533429
3.08817 29.8617 5.34215e-18 0.19975665228419273 0.3413812790730324 0.010495062849227372 0.3832969871680878 0.11630560729294386 0.006493621481987589
0.792271 31.8665 5.28345e-20 0.9570962155409818 0.010129101250130123 0.00022452564138962232 0.006227313592444331 0.0 0.022602276921329812
0.01814 37.0144 3.75865e-25 0.9945805009777446 1.5375706703204607e-05 3.52887339869368e-07 0.0 0.0 0.005522434916791934
17.1441 26.1017 3.07428e-14 0.0013953608649830203 0.41951936713637017 0.01180055167388787 0.30843547106964886 0.28250907529567904 6.746978154234488e-05
0.125203 34.4998 1.22924e-22 0.9848361589274673 0.0004039837623246884 1.1347824672155152e-05 0.000312486577072012 0.0 0.013628176759623833
0.0516037 35.946 4.39998e-24 0.990477229441952 0.00014040859276633077 3.5561070732139693e-06 0.0 0.0 0.009872317601443643
0.0114136 36.9422 4.43887e-25 0.9962107473298384 5.517665531993502e-07 1.3322647430539753e-08 0.0 0.0 0.0038036256975311285
0.0690578 36.6758 8.19642e-25 0.9842455608668175 0.00835940569175323 0.00019705432371693984 0.0 0.0 0.011058401106824687
1.47701 31.1563 2.71086e-19 0.760138848926171 0.12410637214758416 0.004462937960647175 0.09626797400087057 0.0 0.02101491777517098
1.53022 31.6928 7.88188e-20 0.4102422264738869 0.29709663176805534 0.009683070536470995 0.3413855577603313 0.0 0.011436433947230864
0.0949604 35.0135 3.76626e-23 0.9879668424378563 0.0005939340353560297 1.3592370149697578e-05 0.0 0.0 0.01247532034432036
0.210711 35.0934 3.13392e-23 0.8997613212845255 0.051784665849798336 0.001176344641854291 0.020288009904528514 0.0 0.014505826568642466
28.4689 25.2775 2.05073e-13 2.702691236779098e-06 0.42209505883270837 0.012257781375412658 0.3411394966670406 0.24635568797452614 1.454399165175328e-07
2.92609 30.1765 2.58803e-18 0.44294695192868705 0.23668350057765947 0.007982635440856558 0.1709222845175674 0.13237134036313333 0.014235345030776303
0.0207763 36.6652 8.40008e-25 0.9940143427205455 6.768649822382643e-06 1.56521128370206e-07 0.0 0.0 0.006064287482976353
0.236953 33.3125 1.89196e-21 0.9833611704264361 0.0009329161293050593 2.077290217552168e-05 0.0004903396477726801 0.0 0.016372703439819024
1.03992 31.7036 7.68786e-20 0.8615206312289766 0.08495641179730119 0.0018021530048674143 0.05776236820129398 0.0 0.02185224496804052
0.0693911 35.9831 4.03938e-24 0.9887730295243328 0.0019051537612207812 4.2458248543093244e-05 0.0 0.0 0.011130049661086602
0.00610105 39.3719 1.65036e-27 0.9980064955524854 4.977295862720861e-06 3.972090937734797e-08 0.0 0.0 0.0020096524394677523
0.0205828 37.1861 2.53155e-25 0.9941458790069325 4.492465090557169e-05 1.0996780628468725e-06 0.0 0.0 0.006027098022950367
3.93368 29.2235 2.32236e-17 0.13936555917256585 0.32642484369348423 0.011179748187188894 0.3403938235243459 0.20931853803889147 0.004775702302829881
78.0881 22.3114 1.89674e-10 0.00011474688149140103 0.3143873171863302 0.013795090523740734 0.3564442148106751 0.32625346647405545 7.439659626517076e-06
0.149767 33.984 4.03092e-22 0.9857228622746173 0.0005115854445139075 1.5028033302571125e-05 0.0003632694273267641 0.0 0.01441440167505185
0.539403 33.113 2.99552e-21 0.8228120660185878 0.11358695652173914 0.0025898107841042625 0.05962604155538938 0.0 0.017442881369511807
0.689402 33.3122 1.89345e-21 0.2660598378621036 0.48666561039372574 0.010578837571628509 0.33879373630146026 0.0 0.006047954791518128
11.3123 27.0773 3.25208e-15 0.01774199896681508 0.4141165038990431 0.011922615679811075 0.26917234508376175 0.3130704041720991 0.000780718801505498
6.92623 28.5973 9.82062e-17 0.006535564964330154 0.377537263431433 0.013048870641568455 0.29012424877451726 0.3391405023308101 0.00025601845911968894
2.8669 30.1459 2.77703e-18 0.03792684990799523 0.4043564527570822 0.014242338037399669 0.28203584404921805 0.23228665156660172 0.0012136455133721997
52.3495 23.9428 4.43226e-12 0.0062276806866023195 0.41223213439644785 0.011720521810543604 0.34825574311976276 0.23779516544607038 0.0003765009272921714
0.970261 31.6079 9.58341e-20 0.9157011961295614 0.046852842568563806 0.001060906295358333 0.02721870398949852 0.0 0.022816304426086332
1.52581 30.4859 1.2691e-18 0.92813805058703 0.020669608383894096 0.0007134867228744779 0.023237648727444646 0.0 0.02585651248916555
8.29203 28.0428 3.52088e-16 0.011350117016200496 0.3753976278657608 0.012538967530844563 0.26077117084365276 0.36702188089341303 0.00046424473427097773
1.04755 32.095 3.12231e-20 0.7012436305171491 0.19552126470465778 0.004197084850639431 0.12798440897924934 0.0 0.01781997943830049
0.0046454 38.5293 1.14848e-26 0.9984849540261912 1.7212141264976318e-07 1.4182136388966284e-09 0.0 0.0 0.0015146193229311786
3.6422 29.4283 1.44927e-17 0.07177061555127755 0.3516715311846654 0.01180939369475667 0.36722694873971035 0.22531550366736358 0.00241785174605146
11.4033 27.133 2.86067e-15 0.0034415224405471446 0.41965693351557504 0.011321019201795382 0.3501592284325 0.23967392254262115 0.0001517224985755085
0.639086 33.5378 1.1263e-21 0.4436579952055402 0.3447545059042884 0.006801385066145787 0.24841250110982863 0.0 0.009873124389594248
0.0515848 36.306 1.92073e-24 0.9887542757180864 0.0004752568034028729 1.1836541315020852e-05 0.0 0.0 0.009853545266643412
0.0341025 36.3022 1.93753e-24 0.9921549601812617 8.359354435802285e-05 1.9388912687803544e-06 0.0 0.0 0.00811641626194175
5.16097 29.0132 3.76934e-17 0.11087909289159376 0.33047960650936237 0.01092501605055527 0.24641820583974916 0.30807250075610054 0.004046384778237039
29.7834 24.8804 5.11723e-13 0.001586270306396234 0.41773967556666397 0.010446901937180857 0.3839420936717716 0.20980295980442545 8.613957160416866e-05
3.50863 29.5492 1.09705e-17 0.29298299986326964 0.2677516977348343 0.00871997630007748 0.2824328882001732 0.1614648375188004 0.00978998222505811
0.292383 33.0857 3.1898e-21 0.9822841557464418 0.0010868110853345036 2.275851150542354e-05 0.0007389209354818484 0.0 0.017364223462286037
33.274 24.6948 7.84533e-13 0.00018619102064540305 0.41780014352487405 0.012103786583865817 0.2647931954423842 0.3274737965133398 1.0335193038406288e-05
13.6071 26.7624 6.71483e-15 3.331149113231459e-05 0.42062866818668526 0.01156683043353294 0.274712837108311 0.3155463354991861 1.5294802697908954e-06
10.9832 27.0262 3.65786e-15 0.009132634928619467 0.41398522633452345 0.011376241846325448 0.37284368455873107 0.21092305337000322 0.00039912134417391593
0.0973106 36.0706 3.30255e-24 0.9818958077848934 0.009548863756793992 0.00023680247081800425 0.0 0.0 0.012503701685061543
0.142384 35.9221 4.64851e-24 0.9334517942308395 0.027915396546420248 0.000820822155916627 0.01899234378327679 0.0 0.013443167810760867
0.0691612 35.5971 9.82607e-24 0.9893182116553209 0.0004683001444117536 1.0946187031030718e-05 0.0 0.0 0.011121842201409106
16.8349 26.2264 2.30672e-14 0.011113442463758064 0.4169183949504058 0.011915013525698829 0.27375624263022824 0.31195030172712773 0.0005352145037108969
3.23065 29.6704 8.29903e-18 0.47700032413426635 0.18573977922721088 0.006248718223696023 0.1745541346398314 0.13063454403707422 0.015656528534057596
9.32738 27.6733 8.24463e-16 0.003871356264623155 0.4198272087407197 0.010902441953125853 0.3570178407035852 0.23266659631784564 0.00016282598491381662
2.17284 30.8795 5.1279e-19 0.009464517638799508 0.38359757405565625 0.014267477914935938 0.31114101289026697 0.2542873300961407 0.000285571091479943
0.0311822 36.2663 2.10458e-24 0.9920364158169327 2.7161618945347767e-05 6.092094384627812e-07 0.0 0.0 0.0077365555122637306
